graph_id,src_id,dst_id,src_type,dst_type,edge_type
0,3,128,0,2,12
0,3,129,0,2,12
0,3,130,0,2,12
0,3,131,0,2,16
0,3,132,0,2,7
0,3,135,0,2,12
0,3,136,0,2,12
0,3,138,0,2,12
0,3,140,0,2,16
0,3,141,0,2,12
0,3,142,0,2,12
0,3,146,0,2,12
0,3,147,0,2,12
0,3,148,0,2,12
0,4,30,0,1,2
0,4,34,0,1,2
0,4,36,0,1,2
0,4,37,0,1,2
0,4,38,0,1,2
0,4,39,0,1,2
0,4,42,0,1,2
0,4,45,0,1,2
0,4,47,0,1,2
0,4,49,0,1,2
0,4,50,0,1,2
0,4,58,0,1,2
0,4,63,0,1,2
0,4,65,0,1,2
0,4,67,0,1,2
0,4,68,0,1,2
0,4,69,0,1,2
0,4,71,0,1,2
0,4,72,0,1,2
0,4,73,0,1,2
0,4,74,0,1,2
0,4,75,0,1,2
0,4,76,0,1,2
0,4,77,0,1,2
0,4,79,0,1,2
0,4,80,0,1,2
0,4,81,0,1,2
0,4,82,0,1,2
0,4,84,0,1,2
0,4,87,0,1,2
0,4,89,0,1,2
0,4,90,0,1,2
0,4,93,0,1,2
0,4,95,0,1,2
0,4,100,0,1,2
0,4,101,0,1,2
0,4,103,0,1,2
0,4,104,0,1,2
0,4,105,0,1,2
0,4,106,0,1,2
0,4,107,0,1,2
0,4,109,0,1,2
0,4,111,0,1,2
0,4,113,0,2,12
0,4,114,0,2,12
0,4,116,0,2,12
0,4,117,0,2,12
0,4,118,0,2,12
0,4,119,0,2,12
0,4,121,0,2,12
0,4,122,0,2,12
0,4,124,0,2,12
0,4,126,0,2,17
0,4,128,0,2,12
0,4,129,0,2,12
0,4,130,0,2,12
0,4,132,0,2,7
0,4,135,0,2,12
0,4,136,0,2,12
0,4,138,0,2,12
0,4,139,0,2,4
0,4,140,0,2,16
0,4,141,0,2,12
0,4,142,0,2,12
0,4,146,0,2,12
0,4,147,0,2,12
0,4,148,0,2,12
0,5,27,0,1,2
0,5,28,0,1,2
0,5,31,0,1,2
0,5,32,0,1,2
0,5,36,0,1,2
0,5,38,0,1,2
0,5,39,0,1,2
0,5,41,0,1,2
0,5,42,0,1,2
0,5,43,0,1,2
0,5,45,0,1,2
0,5,46,0,1,2
0,5,47,0,1,2
0,5,49,0,1,2
0,5,50,0,1,2
0,5,51,0,1,2
0,5,52,0,1,2
0,5,53,0,1,2
0,5,54,0,1,2
0,5,55,0,1,2
0,5,58,0,1,2
0,5,59,0,1,2
0,5,61,0,1,2
0,5,63,0,1,2
0,5,67,0,1,2
0,5,68,0,1,2
0,5,70,0,1,2
0,5,73,0,1,2
0,5,74,0,1,2
0,5,76,0,1,2
0,5,77,0,1,2
0,5,78,0,1,2
0,5,79,0,1,2
0,5,80,0,1,2
0,5,83,0,1,2
0,5,84,0,1,2
0,5,87,0,1,2
0,5,88,0,1,2
0,5,89,0,1,2
0,5,90,0,1,2
0,5,91,0,1,2
0,5,93,0,1,2
0,5,94,0,1,2
0,5,95,0,1,2
0,5,97,0,1,2
0,5,98,0,1,2
0,5,100,0,1,2
0,5,101,0,1,2
0,5,102,0,1,2
0,5,104,0,1,2
0,5,106,0,1,2
0,5,107,0,1,2
0,5,108,0,1,2
0,5,109,0,1,2
0,5,110,0,1,2
0,5,111,0,1,2
0,5,112,0,1,2
0,5,113,0,2,12
0,5,119,0,2,12
0,5,123,0,2,12
0,5,124,0,2,12
0,5,126,0,2,17
0,5,129,0,2,12
0,5,130,0,2,12
0,5,132,0,2,7
0,5,134,0,2,16
0,5,140,0,2,16
0,5,141,0,2,12
0,5,148,0,2,12
0,6,29,0,1,2
0,6,32,0,1,2
0,6,36,0,1,2
0,6,37,0,1,2
0,6,39,0,1,2
0,6,43,0,1,2
0,6,45,0,1,2
0,6,47,0,1,2
0,6,54,0,1,2
0,6,58,0,1,2
0,6,64,0,1,2
0,6,69,0,1,2
0,6,72,0,1,2
0,6,73,0,1,2
0,6,74,0,1,2
0,6,77,0,1,2
0,6,79,0,1,2
0,6,80,0,1,2
0,6,82,0,1,2
0,6,83,0,1,2
0,6,85,0,1,2
0,6,89,0,1,2
0,6,95,0,1,2
0,6,99,0,1,2
0,6,100,0,1,2
0,6,109,0,1,2
0,6,111,0,1,2
0,6,113,0,2,12
0,6,114,0,2,12
0,6,116,0,2,12
0,6,117,0,2,12
0,6,118,0,2,12
0,6,119,0,2,12
0,6,121,0,2,12
0,6,122,0,2,12
0,6,123,0,2,12
0,6,124,0,2,12
0,6,126,0,2,16
0,6,128,0,2,12
0,6,129,0,2,12
0,6,130,0,2,12
0,6,132,0,2,7
0,6,135,0,2,12
0,6,136,0,2,12
0,6,138,0,2,12
0,6,140,0,2,16
0,6,141,0,2,12
0,6,142,0,2,12
0,6,145,0,2,7
0,6,146,0,2,12
0,6,147,0,2,12
0,6,148,0,2,12
0,7,28,0,1,2
0,7,33,0,1,2
0,7,38,0,1,2
0,7,39,0,1,2
0,7,44,0,1,2
0,7,47,0,1,2
0,7,49,0,1,2
0,7,50,0,1,2
0,7,58,0,1,2
0,7,59,0,1,2
0,7,67,0,1,2
0,7,68,0,1,2
0,7,73,0,1,2
0,7,74,0,1,2
0,7,75,0,1,2
0,7,77,0,1,2
0,7,80,0,1,2
0,7,89,0,1,2
0,7,100,0,1,2
0,7,102,0,1,2
0,7,106,0,1,2
0,7,108,0,1,2
0,7,111,0,1,2
0,7,113,0,2,12
0,7,114,0,2,12
0,7,116,0,2,12
0,7,117,0,2,12
0,7,118,0,2,12
0,7,119,0,2,12
0,7,121,0,2,12
0,7,122,0,2,12
0,7,123,0,2,12
0,7,124,0,2,12
0,7,126,0,2,17
0,7,128,0,2,12
0,7,129,0,2,12
0,7,130,0,2,12
0,7,132,0,2,7
0,7,135,0,2,12
0,7,136,0,2,12
0,7,138,0,2,12
0,7,140,0,2,16
0,7,141,0,2,12
0,7,142,0,2,12
0,7,143,0,2,12
0,7,145,0,2,7
0,7,146,0,2,12
0,7,147,0,2,12
0,7,148,0,2,12
0,8,27,0,1,2
0,8,31,0,1,2
0,8,32,0,1,2
0,8,36,0,1,2
0,8,37,0,1,2
0,8,38,0,1,2
0,8,39,0,1,2
0,8,42,0,1,2
0,8,43,0,1,2
0,8,44,0,1,2
0,8,45,0,1,2
0,8,47,0,1,2
0,8,49,0,1,2
0,8,50,0,1,2
0,8,52,0,1,2
0,8,54,0,1,2
0,8,55,0,1,2
0,8,58,0,1,2
0,8,64,0,1,2
0,8,67,0,1,2
0,8,71,0,1,2
0,8,72,0,1,2
0,8,73,0,1,2
0,8,74,0,1,2
0,8,77,0,1,2
0,8,79,0,1,2
0,8,80,0,1,2
0,8,81,0,1,2
0,8,82,0,1,2
0,8,84,0,1,2
0,8,87,0,1,2
0,8,89,0,1,2
0,8,94,0,1,2
0,8,95,0,1,2
0,8,96,0,1,2
0,8,99,0,1,2
0,8,101,0,1,2
0,8,102,0,1,2
0,8,107,0,1,2
0,8,108,0,1,2
0,8,111,0,1,2
0,8,112,0,1,2
0,8,113,0,2,12
0,8,114,0,2,12
0,8,116,0,2,12
0,8,117,0,2,12
0,8,118,0,2,12
0,8,119,0,2,12
0,8,121,0,2,12
0,8,122,0,2,12
0,8,124,0,2,12
0,8,126,0,2,17
0,8,128,0,2,12
0,8,129,0,2,12
0,8,130,0,2,12
0,8,132,0,2,7
0,8,135,0,2,12
0,8,136,0,2,12
0,8,138,0,2,12
0,8,140,0,2,16
0,8,141,0,2,12
0,8,142,0,2,12
0,8,143,0,2,12
0,8,145,0,2,7
0,8,146,0,2,12
0,8,147,0,2,12
0,8,148,0,2,12
0,8,149,0,2,16
0,9,27,0,1,2
0,9,32,0,1,2
0,9,36,0,1,2
0,9,38,0,1,2
0,9,39,0,1,2
0,9,42,0,1,2
0,9,46,0,1,2
0,9,47,0,1,2
0,9,49,0,1,2
0,9,51,0,1,2
0,9,54,0,1,2
0,9,57,0,1,2
0,9,63,0,1,2
0,9,71,0,1,2
0,9,72,0,1,2
0,9,73,0,1,2
0,9,74,0,1,2
0,9,75,0,1,2
0,9,77,0,1,2
0,9,82,0,1,2
0,9,83,0,1,2
0,9,84,0,1,2
0,9,86,0,1,2
0,9,87,0,1,2
0,9,88,0,1,2
0,9,89,0,1,2
0,9,93,0,1,2
0,9,94,0,1,2
0,9,111,0,1,2
0,9,113,0,2,12
0,9,114,0,2,12
0,9,116,0,2,12
0,9,117,0,2,12
0,9,118,0,2,12
0,9,119,0,2,12
0,9,121,0,2,12
0,9,122,0,2,12
0,9,123,0,2,12
0,9,124,0,2,12
0,9,126,0,2,17
0,9,128,0,2,12
0,9,129,0,2,12
0,9,130,0,2,12
0,9,132,0,2,7
0,9,133,0,2,16
0,9,135,0,2,12
0,9,136,0,2,12
0,9,138,0,2,12
0,9,140,0,2,16
0,9,141,0,2,12
0,9,142,0,2,12
0,9,145,0,2,7
0,9,146,0,2,12
0,9,147,0,2,12
0,9,148,0,2,12
0,10,33,0,1,2
0,10,36,0,1,2
0,10,37,0,1,2
0,10,39,0,1,2
0,10,42,0,1,2
0,10,44,0,1,2
0,10,45,0,1,2
0,10,46,0,1,2
0,10,47,0,1,2
0,10,49,0,1,2
0,10,54,0,1,2
0,10,64,0,1,2
0,10,65,0,1,2
0,10,67,0,1,2
0,10,71,0,1,2
0,10,72,0,1,2
0,10,73,0,1,2
0,10,74,0,1,2
0,10,77,0,1,2
0,10,79,0,1,2
0,10,80,0,1,2
0,10,81,0,1,2
0,10,83,0,1,2
0,10,84,0,1,2
0,10,87,0,1,2
0,10,88,0,1,2
0,10,89,0,1,2
0,10,95,0,1,2
0,10,104,0,1,2
0,10,106,0,1,2
0,10,107,0,1,2
0,10,108,0,1,2
0,10,109,0,1,2
0,10,110,0,1,2
0,10,111,0,1,2
0,10,113,0,2,12
0,10,114,0,2,12
0,10,116,0,2,12
0,10,117,0,2,12
0,10,118,0,2,12
0,10,119,0,2,12
0,10,120,0,2,7
0,10,121,0,2,12
0,10,122,0,2,12
0,10,124,0,2,12
0,10,125,0,2,16
0,10,126,0,2,17
0,10,127,0,2,12
0,10,128,0,2,12
0,10,129,0,2,12
0,10,130,0,2,12
0,10,131,0,2,5
0,10,132,0,2,7
0,10,135,0,2,12
0,10,136,0,2,12
0,10,138,0,2,12
0,10,140,0,2,16
0,10,141,0,2,12
0,10,142,0,2,12
0,10,143,0,2,12
0,10,145,0,2,7
0,10,146,0,2,12
0,10,147,0,2,12
0,10,148,0,2,12
0,11,32,0,1,2
0,11,35,0,1,2
0,11,36,0,1,2
0,11,42,0,1,2
0,11,45,0,1,2
0,11,47,0,1,2
0,11,49,0,1,2
0,11,50,0,1,2
0,11,54,0,1,2
0,11,63,0,1,2
0,11,64,0,1,2
0,11,67,0,1,2
0,11,70,0,1,2
0,11,71,0,1,2
0,11,72,0,1,2
0,11,73,0,1,2
0,11,74,0,1,2
0,11,82,0,1,2
0,11,84,0,1,2
0,11,87,0,1,2
0,11,88,0,1,2
0,11,89,0,1,2
0,11,95,0,1,2
0,11,100,0,1,2
0,11,106,0,1,2
0,11,107,0,1,2
0,11,111,0,1,2
0,11,113,0,2,12
0,11,114,0,2,12
0,11,116,0,2,12
0,11,117,0,2,12
0,11,118,0,2,12
0,11,119,0,2,12
0,11,121,0,2,12
0,11,122,0,2,12
0,11,124,0,2,12
0,11,126,0,2,17
0,11,128,0,2,12
0,11,129,0,2,12
0,11,130,0,2,12
0,11,132,0,2,7
0,11,135,0,2,12
0,11,136,0,2,12
0,11,138,0,2,12
0,11,141,0,2,12
0,11,142,0,2,12
0,11,143,0,2,12
0,11,145,0,2,7
0,11,146,0,2,12
0,11,147,0,2,12
0,11,148,0,2,12
0,12,31,0,1,2
0,12,32,0,1,2
0,12,36,0,1,2
0,12,37,0,1,2
0,12,39,0,1,2
0,12,42,0,1,2
0,12,44,0,1,2
0,12,45,0,1,2
0,12,47,0,1,2
0,12,49,0,1,2
0,12,50,0,1,2
0,12,54,0,1,2
0,12,55,0,1,2
0,12,64,0,1,2
0,12,67,0,1,2
0,12,68,0,1,2
0,12,70,0,1,2
0,12,72,0,1,2
0,12,73,0,1,2
0,12,74,0,1,2
0,12,77,0,1,2
0,12,87,0,1,2
0,12,89,0,1,2
0,12,91,0,1,2
0,12,93,0,1,2
0,12,96,0,1,2
0,12,103,0,1,2
0,12,104,0,1,2
0,12,107,0,1,2
0,12,111,0,1,2
0,12,113,0,2,12
0,12,114,0,2,12
0,12,116,0,2,12
0,12,117,0,2,12
0,12,118,0,2,12
0,12,119,0,2,12
0,12,120,0,2,7
0,12,121,0,2,12
0,12,122,0,2,12
0,12,123,0,2,12
0,12,124,0,2,12
0,12,125,0,2,16
0,12,126,0,2,17
0,12,127,0,2,12
0,12,128,0,2,12
0,12,129,0,2,12
0,12,130,0,2,12
0,12,131,0,2,5
0,12,132,0,2,7
0,12,134,0,2,16
0,12,135,0,2,12
0,12,136,0,2,12
0,12,138,0,2,12
0,12,140,0,2,16
0,12,141,0,2,12
0,12,142,0,2,12
0,12,143,0,2,12
0,12,145,0,2,7
0,12,146,0,2,12
0,12,147,0,2,12
0,12,148,0,2,12
0,13,32,0,1,2
0,13,36,0,1,2
0,13,38,0,1,2
0,13,39,0,1,2
0,13,42,0,1,2
0,13,43,0,1,2
0,13,44,0,1,2
0,13,45,0,1,2
0,13,47,0,1,2
0,13,49,0,1,2
0,13,50,0,1,2
0,13,56,0,1,2
0,13,64,0,1,2
0,13,65,0,1,2
0,13,67,0,1,2
0,13,68,0,1,2
0,13,74,0,1,2
0,13,75,0,1,2
0,13,77,0,1,2
0,13,79,0,1,2
0,13,84,0,1,2
0,13,86,0,1,2
0,13,87,0,1,2
0,13,91,0,1,2
0,13,93,0,1,2
0,13,96,0,1,2
0,13,100,0,1,2
0,13,102,0,1,2
0,13,106,0,1,2
0,13,108,0,1,2
0,13,110,0,1,2
0,13,111,0,1,2
0,13,112,0,1,2
0,13,113,0,2,12
0,13,114,0,2,12
0,13,116,0,2,12
0,13,117,0,2,12
0,13,118,0,2,12
0,13,119,0,2,12
0,13,121,0,2,12
0,13,122,0,2,12
0,13,124,0,2,12
0,13,126,0,2,17
0,13,128,0,2,12
0,13,129,0,2,12
0,13,130,0,2,12
0,13,132,0,2,7
0,13,135,0,2,12
0,13,136,0,2,12
0,13,138,0,2,12
0,13,140,0,2,16
0,13,141,0,2,12
0,13,142,0,2,12
0,13,143,0,2,12
0,13,145,0,2,7
0,13,146,0,2,12
0,13,147,0,2,12
0,13,148,0,2,12
0,14,27,0,1,2
0,14,39,0,1,2
0,14,45,0,1,2
0,14,47,0,1,2
0,14,50,0,1,2
0,14,67,0,1,2
0,14,73,0,1,2
0,14,89,0,1,2
0,14,90,0,1,2
0,14,113,0,2,12
0,14,114,0,2,12
0,14,116,0,2,12
0,14,117,0,2,12
0,14,118,0,2,12
0,14,119,0,2,12
0,14,121,0,2,12
0,14,122,0,2,12
0,14,123,0,2,12
0,14,124,0,2,12
0,14,126,0,2,17
0,14,128,0,2,12
0,14,129,0,2,12
0,14,130,0,2,12
0,14,135,0,2,12
0,14,136,0,2,12
0,14,138,0,2,12
0,14,141,0,2,12
0,14,142,0,2,12
0,14,146,0,2,12
0,14,147,0,2,12
0,14,148,0,2,12
0,15,39,0,1,2
0,15,45,0,1,2
0,15,47,0,1,2
0,15,49,0,1,2
0,15,54,0,1,2
0,15,67,0,1,2
0,15,71,0,1,2
0,15,74,0,1,2
0,15,79,0,1,2
0,15,89,0,1,2
0,15,93,0,1,2
0,15,108,0,1,2
0,15,113,0,2,12
0,15,114,0,2,12
0,15,115,0,2,16
0,15,116,0,2,12
0,15,117,0,2,12
0,15,118,0,2,12
0,15,119,0,2,12
0,15,121,0,2,12
0,15,122,0,2,12
0,15,123,0,2,12
0,15,124,0,2,12
0,15,126,0,2,17
0,15,128,0,2,12
0,15,129,0,2,12
0,15,130,0,2,12
0,15,135,0,2,12
0,15,136,0,2,12
0,15,138,0,2,12
0,15,140,0,2,16
0,15,141,0,2,12
0,15,142,0,2,12
0,15,146,0,2,12
0,15,147,0,2,12
0,15,148,0,2,12
0,16,27,0,1,2
0,16,31,0,1,2
0,16,32,0,1,2
0,16,34,0,1,2
0,16,36,0,1,2
0,16,39,0,1,2
0,16,41,0,1,2
0,16,42,0,1,2
0,16,43,0,1,2
0,16,44,0,1,2
0,16,45,0,1,2
0,16,46,0,1,2
0,16,47,0,1,2
0,16,49,0,1,2
0,16,50,0,1,2
0,16,54,0,1,2
0,16,57,0,1,2
0,16,58,0,1,2
0,16,59,0,1,2
0,16,61,0,1,2
0,16,63,0,1,2
0,16,65,0,1,2
0,16,67,0,1,2
0,16,69,0,1,2
0,16,70,0,1,2
0,16,71,0,1,2
0,16,74,0,1,2
0,16,76,0,1,2
0,16,77,0,1,2
0,16,79,0,1,2
0,16,80,0,1,2
0,16,82,0,1,2
0,16,83,0,1,2
0,16,87,0,1,2
0,16,88,0,1,2
0,16,89,0,1,2
0,16,90,0,1,2
0,16,91,0,1,2
0,16,93,0,1,2
0,16,95,0,1,2
0,16,98,0,1,2
0,16,100,0,1,2
0,16,102,0,1,2
0,16,105,0,1,2
0,16,107,0,1,2
0,16,111,0,1,2
0,17,27,0,1,2
0,17,30,0,1,2
0,17,31,0,1,2
0,17,32,0,1,2
0,17,33,0,1,2
0,17,39,0,1,2
0,17,42,0,1,2
0,17,44,0,1,2
0,17,45,0,1,2
0,17,47,0,1,2
0,17,50,0,1,2
0,17,54,0,1,2
0,17,55,0,1,2
0,17,58,0,1,2
0,17,59,0,1,2
0,17,67,0,1,2
0,17,69,0,1,2
0,17,71,0,1,2
0,17,74,0,1,2
0,17,76,0,1,2
0,17,79,0,1,2
0,17,80,0,1,2
0,17,81,0,1,2
0,17,82,0,1,2
0,17,84,0,1,2
0,17,87,0,1,2
0,17,89,0,1,2
0,17,90,0,1,2
0,17,91,0,1,2
0,17,95,0,1,2
0,17,100,0,1,2
0,17,106,0,1,2
0,17,107,0,1,2
0,17,108,0,1,2
0,17,109,0,1,2
0,17,111,0,1,2
0,17,113,0,2,12
0,17,114,0,2,12
0,17,116,0,2,12
0,17,117,0,2,12
0,17,118,0,2,12
0,17,119,0,2,12
0,17,121,0,2,12
0,17,122,0,2,12
0,17,123,0,2,12
0,17,124,0,2,12
0,17,128,0,2,12
0,17,129,0,2,12
0,17,130,0,2,12
0,17,132,0,2,7
0,17,135,0,2,12
0,17,136,0,2,12
0,17,138,0,2,12
0,17,140,0,2,16
0,17,141,0,2,12
0,17,142,0,2,12
0,17,143,0,2,12
0,17,145,0,2,7
0,17,146,0,2,12
0,17,147,0,2,12
0,17,148,0,2,12
0,18,28,0,1,2
0,18,29,0,1,2
0,18,32,0,1,2
0,18,37,0,1,2
0,18,38,0,1,2
0,18,39,0,1,2
0,18,44,0,1,2
0,18,47,0,1,2
0,18,49,0,1,2
0,18,54,0,1,2
0,18,58,0,1,2
0,18,63,0,1,2
0,18,67,0,1,2
0,18,68,0,1,2
0,18,73,0,1,2
0,18,74,0,1,2
0,18,77,0,1,2
0,18,79,0,1,2
0,18,80,0,1,2
0,18,82,0,1,2
0,18,84,0,1,2
0,18,85,0,1,2
0,18,89,0,1,2
0,18,90,0,1,2
0,18,92,0,1,2
0,18,100,0,1,2
0,18,103,0,1,2
0,18,104,0,1,2
0,18,106,0,1,2
0,18,108,0,1,2
0,18,109,0,1,2
0,18,110,0,1,2
0,18,111,0,1,2
0,18,113,0,2,12
0,18,114,0,2,12
0,18,115,0,2,16
0,18,116,0,2,12
0,18,117,0,2,12
0,18,118,0,2,12
0,18,119,0,2,12
0,18,121,0,2,12
0,18,122,0,2,12
0,18,123,0,2,12
0,18,124,0,2,12
0,18,126,0,2,17
0,18,128,0,2,12
0,18,129,0,2,12
0,18,130,0,2,12
0,18,132,0,2,7
0,18,135,0,2,12
0,18,136,0,2,12
0,18,138,0,2,12
0,18,140,0,2,16
0,18,141,0,2,12
0,18,142,0,2,12
0,18,143,0,2,12
0,18,145,0,2,7
0,18,146,0,2,12
0,18,147,0,2,12
0,18,148,0,2,12
0,19,29,0,1,2
0,19,38,0,1,2
0,19,39,0,1,2
0,19,43,0,1,2
0,19,44,0,1,2
0,19,47,0,1,2
0,19,49,0,1,2
0,19,50,0,1,2
0,19,51,0,1,2
0,19,63,0,1,2
0,19,64,0,1,2
0,19,68,0,1,2
0,19,72,0,1,2
0,19,74,0,1,2
0,19,75,0,1,2
