vertex_id:int,label_id:int,postal_code:string,latitude:double,longitude:double,item_review_count:int,is_open:int,user_review_count:int,yelping_since:string,fans:int,average_stars:double,name:string
94,0,28209,35.19747,-80.868984,27,0,,,,,
95,0,28078,35.4453001,-80.8790479,87,1,,,,,
96,0,28203,35.208424,-80.859759,290,1,,,,,
97,0,28262,35.3168235592,-80.7717311382,63,1,,,,,
98,0,28078,35.4412526,-80.867226,79,1,,,,,
99,0,28027,35.400285,-80.697227,92,1,,,,,
100,0,28134,35.083179,-80.876232,11,1,,,,,
101,0,28277,35.0952753,-80.7791381,47,1,,,,,
102,0,28078,35.4461042,-80.8645887,26,1,,,,,
103,0,28027,35.363536,-80.716059,16,1,,,,,
104,0,28213,35.296577,-80.747886,11,0,,,,,
105,0,28270,35.138713,-80.73506,89,1,,,,,
106,0,28105,35.1223238,-80.7060214,22,1,,,,,
107,0,28269,35.3481116,-80.8433578,29,1,,,,,
108,0,28134,35.0844084,-80.8846038,52,1,,,,,
109,0,28207,35.2006348,-80.8249329,25,1,,,,,
110,0,28027,35.3657594,-80.7154212,66,1,,,,,
111,0,28105,35.1302942813,-80.7118407022,116,1,,,,,
112,0,28027,35.3653137,-80.701516,49,1,,,,,
113,0,28105,35.119717,-80.700551,12,0,,,,,
114,0,28227,35.1725655325,-80.7087398215,20,1,,,,,
115,0,28105,35.1337707245,-80.7101717591,17,1,,,,,
116,0,28269,35.320717,-80.8392485,9,0,,,,,
117,0,28269,35.334731767,-80.7914621176,78,1,,,,,
118,0,28083,35.4630184,-80.5911717,10,1,,,,,
119,0,28083,35.4653701,-80.5897336,39,1,,,,,
120,0,28262,35.293461,-80.764893,332,1,,,,,
121,0,28262,35.309708,-80.756624,200,1,,,,,
122,0,28215,35.235417,-80.734971,25,1,,,,,
123,0,28209,35.1703992,-80.8478985,154,1,,,,,
124,0,28105,35.125605,-80.7293229,10,0,,,,,
125,0,28027,35.3695469343,-80.7173985207,374,1,,,,,
126,0,28207,35.1998293,-80.8252573,75,1,,,,,
127,0,28277,35.1268022,-80.7082811,51,0,,,,,
128,0,28273,35.1016453,-80.9494665,338,1,,,,,
129,0,28205,35.2185176,-80.7948114,383,1,,,,,
130,0,28226,35.08565,-80.847489,127,1,,,,,
131,0,28205,35.2205186,-80.8118406,561,1,,,,,
132,0,28205,35.2205766,-80.8130259,108,1,,,,,
133,0,28205,35.219082,-80.7966386,11,0,,,,,
134,0,28226,35.0854349,-80.847571,19,0,,,,,
135,0,28263,35.22081,-80.8168684,8,0,,,,,
136,0,28211,35.1521263838,-80.8279180527,30,0,,,,,
137,0,28027,35.416913,-80.676471,36,1,,,,,
138,0,28204,35.2098855155,-80.8355979086,446,1,,,,,
139,0,28262,35.3171937,-80.740204,43,1,,,,,
140,0,28134,35.0853383422,-80.8800454438,188,1,,,,,
141,0,28105,35.130916,-80.712255,24,0,,,,,
142,0,28203,35.199889,-80.842288,349,1,,,,,
143,0,28027,35.369963,-80.7173096,107,1,,,,,
144,0,28203,35.197737681,-80.8527190503,523,1,,,,,
145,0,28211,35.1515868304,-80.8305587899,402,1,,,,,
146,0,28205,35.2115032,-80.7621009,76,1,,,,,
147,0,28262,35.327362,-80.7106699,100,1,,,,,
148,0,28205,35.2473787,-80.8046111,223,0,,,,,
149,0,28105,35.130389,-80.7004897,21,1,,,,,
150,0,28212,35.192896,-80.7641453,10,0,,,,,
151,0,28027,35.3694383043,-80.7161406382,101,1,,,,,
152,0,28205,35.2467073,-80.8059197,349,1,,,,,
153,0,28277,35.0281697,-80.834946,37,1,,,,,
154,0,28210,35.1516702293,-80.8394354582,316,1,,,,,
155,0,28078,35.4367436,-80.8650021,74,1,,,,,
156,0,28207,35.197518,-80.825545,116,1,,,,,
157,0,28105,35.129074,-80.706433,25,1,,,,,
158,0,28227,35.171421,-80.65679,32,0,,,,,
159,0,28203,35.1989724,-80.8408711,470,1,,,,,
160,0,28134,35.0819225,-80.883869,17,1,,,,,
161,0,28227,35.211124,-80.690954,24,1,,,,,
162,0,28262,35.3402728,-80.7649282,32,0,,,,,
163,0,28263,35.232829,-80.848563,17,0,,,,,
164,0,28227,35.1713822,-80.6606639,59,1,,,,,
165,0,28227,35.1719322601,-80.6583559995,36,1,,,,,
166,0,28104,35.1412366,-80.623976,20,1,,,,,
167,0,28262,35.3042746,-80.7487266,8,0,,,,,
168,0,28105,35.133062,-80.709116,63,1,,,,,
169,0,28227,35.146073,-80.724955,81,1,,,,,
170,0,28105,35.1213311,-80.6992199,36,1,,,,,
171,0,28105,35.1310116859,-80.7016729297,9,1,,,,,
172,0,28105,35.1265470798,-80.7108289003,21,1,,,,,
173,0,28027,35.351706,-80.686518,65,1,,,,,
174,0,28211,35.1937045,-80.7919163765,19,1,,,,,
175,0,28211,35.1945717,-80.7954296,23,1,,,,,
176,0,28227,35.1753914,-80.6547581,86,1,,,,,
177,0,28202,35.2278675,-80.8413036,287,1,,,,,
178,0,28079,35.0678367,-80.6775554,232,1,,,,,
179,0,28209,35.1740878,-80.8398088,175,0,,,,,
180,0,28262,35.309098,-80.756007,31,0,,,,,
181,0,28027,35.366532,-80.709297,33,1,,,,,
182,0,28227,35.2031629,-80.7254696,22,1,,,,,
183,0,28213,35.277916,-80.765813,59,0,,,,,
184,0,28027,35.3703684316,-80.7178643346,62,1,,,,,
185,0,28277,35.053494,-80.811756,63,1,,,,,
186,0,28204,35.2191789,-80.8386419,9,1,,,,,
187,0,28209,35.1743807,-80.8394847,33,0,,,,,
188,0,28203,35.207457,-80.8531308,47,1,,,,,
189,0,28217,35.176316,-80.888049,18,1,,,,,
190,0,28205,35.1947076,-80.7890658,23,1,,,,,
191,0,28227,35.201956,-80.722584,11,1,,,,,
192,0,28212,35.176587,-80.748901,23,1,,,,,
193,0,28202,35.2240131,-80.8464728,71,1,,,,,
194,0,28202,35.223994,-80.846913,32,1,,,,,
195,0,28277,35.0611103,-80.817254,15,0,,,,,
196,0,28202,35.2279675,-80.8412983,40,1,,,,,
197,0,28202,35.2253172,-80.8424884,93,1,,,,,
198,0,28263,35.22711,-80.84351,10,0,,,,,
199,0,28027,35.3654956,-80.7120321,146,1,,,,,
200,0,28012,35.2522219,-81.048069,14,1,,,,,
201,0,28277,35.062013,-80.81856,130,1,,,,,
202,0,28205,35.2205898,-80.8157717,460,1,,,,,
203,0,28203,35.215705,-80.856667,186,0,,,,,
204,0,28203,35.1909523,-80.8453999,146,1,,,,,
205,0,28266,35.1871220088,-80.9101739949,123,1,,,,,
206,0,28263,35.2277591,-80.8381993,22,1,,,,,
207,0,28227,35.2230346,-80.6303068,12,1,,,,,
208,0,28105,35.116444,-80.7215283,16,1,,,,,
209,0,28202,35.2278319,-80.8392384,62,0,,,,,
210,0,28105,35.117393,-80.725534,77,1,,,,,
211,0,28211,35.1526867721,-80.8330802712,13,1,,,,,
212,0,28212,35.1872431,-80.7586366,54,0,,,,,
213,0,28202,35.2277533,-80.8428821,110,1,,,,,
214,0,28207,35.2103414,-80.8206209,24,1,,,,,
215,0,28203,35.2074291,-80.8602465,102,1,,,,,
216,0,28227,35.2215815,-80.723541,23,1,,,,,
217,0,28205,35.210894,-80.783708,6,0,,,,,
218,0,28202,35.2283649,-80.842652,13,0,,,,,
219,0,28203,35.197631,-80.852124,212,1,,,,,
220,0,28110,35.0152487,-80.5706202,14,0,,,,,
221,0,28027,35.37173,-80.717495,26,1,,,,,
222,0,28202,35.2251855,-80.8393358,35,1,,,,,
223,0,28208,35.229054,-80.8673698,920,1,,,,,
224,0,28202,35.2288861,-80.8426659,518,1,,,,,
225,0,28211,35.1503631569,-80.8331590891,55,1,,,,,
226,0,28203,35.2087551919,-80.8615760878,67,1,,,,,
227,0,28206,35.2393659,-80.84569,50,0,,,,,
228,0,28273,35.1059198,-80.8815736,74,1,,,,,
229,0,28262,35.2935852,-80.7572561,20,1,,,,,
230,0,28212,35.150869,-80.744929,23,1,,,,,
231,0,28211,35.1527248376,-80.827953314,1473,1,,,,,
232,0,28027,35.366203,-80.7088009,47,0,,,,,
233,0,28209,35.1742292692,-80.8481419086,545,1,,,,,
234,0,28209,35.174959,-80.8487112,28,1,,,,,
235,0,28105,35.136321,-80.713748,12,1,,,,,
236,0,28270,35.1389775,-80.732009,30,1,,,,,
237,0,28027,35.3671326,-80.7189466,27,1,,,,,
238,0,28262,35.31032,-80.752236,44,1,,,,,
239,0,28273,35.1046969,-80.8770955,57,0,,,,,
240,0,28204,35.2124,-80.817112,248,1,,,,,
241,0,28217,35.185498,-80.880978,115,0,,,,,
242,0,28216,35.352566,-80.8511888,103,1,,,,,
243,0,28202,35.2246161,-80.8464246,7,1,,,,,
244,0,28262,35.2955767,-80.7583318,45,1,,,,,
245,0,28205,35.2045996,-80.7946929,33,1,,,,,
246,0,28227,35.1796675,-80.6478104,19,1,,,,,
247,0,28204,35.2120561773,-80.8361443056,415,1,,,,,
248,0,28202,35.2248680663,-80.8420255959,132,1,,,,,
249,0,28202,35.2253589804,-80.8402246307,153,1,,,,,
250,0,28202,35.225178,-80.842267,17,1,,,,,
251,0,28227,35.162832,-80.737656,139,1,,,,,
252,0,28227,35.1885393,-80.6906631,12,1,,,,,
253,0,28212,35.1707082,-80.7439388,20,1,,,,,
254,0,28027,35.4126371,-80.6124845,55,1,,,,,
255,0,28277,35.0261649,-80.8406503,163,1,,,,,
256,0,28134,35.0822,-80.8772242,69,1,,,,,
257,0,28227,35.165126,-80.742186,13,0,,,,,
258,0,28262,35.3066279,-80.7472512,14,1,,,,,
259,0,28211,35.1768071,-80.7986074,18,1,,,,,
260,0,28211,35.176496,-80.802224,54,0,,,,,
261,0,28105,35.128028,-80.702461,32,1,,,,,
262,0,28203,35.209251702,-80.8609794074,68,1,,,,,
263,0,30101,35.0711655,-80.8454768,28,1,,,,,
264,0,28288,35.235405,-80.737228,6,1,,,,,
265,0,28202,35.2260468097,-80.8530782034,109,1,,,,,
266,0,28205,35.219612,-80.8,413,1,,,,,
267,0,28202,35.2295931,-80.8409709,8,1,,,,,
268,0,28277,35.0608272,-80.8142914,170,1,,,,,
269,0,28262,35.3011878,-80.7476743,30,1,,,,,
270,0,28204,35.2134609,-80.8299721,34,1,,,,,
271,0,28202,35.2283983,-80.8547192,20,0,,,,,
272,0,28104,35.1400564,-80.6235858,21,1,,,,,
273,0,28208,35.2205594,-80.9438737,1732,1,,,,,
274,0,28105,35.1208496,-80.7289313,13,1,,,,,
275,0,28105,35.1203982,-80.7283496,25,1,,,,,
276,0,28209,35.1745897432,-80.8400290338,172,1,,,,,
277,0,28027,35.3690086209,-80.7219705648,139,1,,,,,
278,0,28227,35.172221,-80.660724,38,1,,,,,
279,0,28211,35.1562327392,-80.8308480317,576,1,,,,,
280,0,28027,35.3689712,-80.722079,10,1,,,,,
281,0,28027,35.364564,-80.7103562,23,0,,,,,
282,0,28104,35.1220146,-80.6537565,18,0,,,,,
283,0,28202,35.2250922,-80.8392219,11,1,,,,,
284,0,28105,35.138976,-80.684272,16,1,,,,,
285,0,28205,35.2471884,-80.8058116,1034,1,,,,,
286,0,28227,35.1737345,-80.6575883,53,1,,,,,
287,0,28205,35.2202049237,-80.812662787,46,0,,,,,
288,0,28075,35.320986,-80.6518988,44,1,,,,,
289,0,28205,35.2177514,-80.7929533,10,1,,,,,
290,0,28105,35.1273548,-80.7048995,36,1,,,,,
291,0,28104,35.1221472445,-80.6545551337,62,1,,,,,
292,0,28205,35.2476166,-80.8050066,133,1,,,,,
293,0,28212,35.2019886,-80.7279551,21,0,,,,,
294,0,28208,35.2202657317,-80.9432208587,363,1,,,,,
295,0,28027,35.3786689,-80.7247333,26,1,,,,,
296,0,28105,35.1338973,-80.7099393,13,1,,,,,
297,0,28270,35.140625,-80.737637,437,1,,,,,
298,0,28202,35.2278411,-80.8394745,15,0,,,,,
299,0,28217,35.1596107023,-80.8767139511,158,1,,,,,
300,0,28277,35.061287,-80.773092,10,1,,,,,
301,0,28227,35.1633335,-80.7411811,47,1,,,,,
302,0,28211,35.171265,-80.807472,58,1,,,,,
303,0,28211,35.1708013351,-80.8069507642,224,1,,,,,
304,0,28211,35.1523852,-80.8321253,19,1,,,,,
305,0,28206,35.239344,-80.845379,40,1,,,,,
306,0,28208,35.2195057578,-80.9300335777,42,1,,,,,
307,0,28215,35.23669,-80.7745024,320,1,,,,,
308,0,28105,35.138347,-80.684464,88,1,,,,,
309,0,28211,35.1554126797,-80.8348235471,34,1,,,,,
310,0,28205,35.2753246,-80.853602,15,0,,,,,
311,0,28211,35.152883,-80.833411,96,1,,,,,
312,0,28277,35.0606426597,-80.8265159279,12,1,,,,,
313,0,28262,35.333031,-80.717127,10,0,,,,,
314,0,28207,35.188942,-80.832286,34,1,,,,,
315,0,28213,35.2559996507,-80.791980922,320,1,,,,,
316,0,28105,35.125451,-80.701055,13,1,,,,,
317,0,28104,35.0853027,-80.6983415,95,1,,,,,
318,0,28227,35.1729119,-80.7090834,10,1,,,,,
319,0,28262,35.3079026,-80.7558586,194,1,,,,,
320,0,28216,35.3242679,-80.947736,29,0,,,,,
321,0,28204,35.2217019,-80.8192784,282,1,,,,,
322,0,28205,35.2068416,-80.7978517,15,1,,,,,
323,0,28134,35.0934369113,-80.8775603771,16,1,,,,,
324,0,28227,35.165776,-80.740332,70,1,,,,,
325,0,28212,35.1522363,-80.745476,23,1,,,,,
326,0,28226,35.106407,-80.8077349,88,1,,,,,
327,0,28205,35.2189339,-80.8117172,223,1,,,,,
328,0,28205,35.2202754,-80.8133228,888,1,,,,,
329,0,28205,35.240499,-80.813294,15,0,,,,,
330,0,28205,35.2191059,-80.7970519,16,0,,,,,
331,0,28027,35.364787,-80.710257,85,1,,,,,
332,0,28203,35.216576,-80.854651,145,0,,,,,
333,0,28227,35.2117884,-80.6854583,13,1,,,,,
334,0,28134,35.083931,-80.877175,17,1,,,,,
335,0,28273,35.105319,-80.877443,23,1,,,,,
336,0,29715,35.0129002,-80.9489269,11,1,,,,,
337,0,28202,35.227317,-80.841543,45,1,,,,,
338,0,28205,35.2045996,-80.7946929,63,1,,,,,
339,0,28202,35.2288329,-80.8397251,24,1,,,,,
340,0,28202,35.2275545,-80.8417537,11,1,,,,,
341,0,28205,35.203305,-80.790429,75,1,,,,,
342,0,28212,35.1536065,-80.7461254,91,1,,,,,
343,0,28277,35.0615538,-80.8155936,18,1,,,,,
344,0,28104,35.0681492576,-80.6997689025,119,1,,,,,
345,0,28270,35.1374122,-80.7343231,22,0,,,,,
346,0,28277,35.0686267,-80.8426083,227,1,,,,,
347,0,28027,35.4109716378,-80.6664848991,117,1,,,,,
348,0,28105,35.1199305101,-80.7199162245,45,1,,,,,
349,0,28134,35.0795886,-80.8800644,27,1,,,,,
350,0,28226,35.089744282,-80.8582007874,316,1,,,,,
351,0,28027,35.367101,-80.665846,27,0,,,,,
352,0,28205,35.2453032,-80.8115105,130,1,,,,,
353,0,28209,35.152524,-80.8338505,25,1,,,,,
354,0,28202,35.2195,-80.8521952,634,1,,,,,
355,0,28273,35.1391548414,-80.9322975693,79,1,,,,,
356,0,28208,35.2296555,-80.8657128,169,1,,,,,
357,0,28204,35.2138358,-80.826382,183,1,,,,,
358,0,28207,35.2071656,-80.8268361,16,1,,,,,
359,0,28262,35.3113103,-80.746403,13,0,,,,,
360,0,28213,35.293499,-80.750623,12,1,,,,,
361,0,28105,35.1153113,-80.6951474,46,1,,,,,
362,0,28203,35.2141898,-80.8545793,89,1,,,,,
363,0,28202,35.2259792,-80.8441311,6,1,,,,,
364,0,28277,35.0279798,-80.8509451,87,0,,,,,
365,0,28206,35.2393659,-80.84569,7,1,,,,,
366,0,28075,35.321683,-80.659621,25,0,,,,,
367,0,28277,35.05974689,-80.813444,38,1,,,,,
368,0,28227,35.172354,-80.661499,47,1,,,,,
369,0,28079,35.081264,-80.6598099,19,0,,,,,
370,0,28134,35.0901536859,-80.8791428804,12,0,,,,,
371,0,28277,35.0971237982,-80.7805609703,265,1,,,,,
372,0,28105,35.126389,-80.708036,28,0,,,,,
373,0,28277,35.0348264574,-80.8055868941,18,1,,,,,
374,0,28105,35.123323,-80.710313,30,0,,,,,
375,0,28269,35.3672056,-80.7863976,147,1,,,,,
376,0,28203,35.2114719,-80.8584451,384,0,,,,,
377,0,28205,35.1994685,-80.7764132,32,1,,,,,
378,0,28273,35.1375056,-80.9336475,182,1,,,,,
379,0,28244,35.2250974399,-80.843326668,325,1,,,,,
380,0,28210,35.229872,-80.923658,19,1,,,,,
381,0,28202,35.2283137726,-80.8419989013,374,1,,,,,
382,0,28203,35.209663,-80.860691,168,1,,,,,
383,0,28208,35.2415406233,-80.9199866381,56,1,,,,,
384,0,28078,35.384346,-80.786208,172,1,,,,,
385,0,28227,35.1869568,-80.6873316,18,1,,,,,
386,0,28025,35.4328154,-80.603506,37,1,,,,,
387,0,28105,35.1268022,-80.7082811,90,0,,,,,
388,0,28027,35.3707988,-80.7157677,73,1,,,,,
389,0,28105,35.1074007,-80.6810221,124,1,,,,,
390,0,28277,35.0534725,-80.8519104,43,1,,,,,
391,0,28273,35.104851,-80.879773,36,1,,,,,
392,0,28204,35.2221517,-80.821667,268,1,,,,,
393,0,28027,35.3683879,-80.711993,280,1,,,,,
394,0,28262,35.3402526,-80.7649579,13,1,,,,,
395,0,28263,35.214054,-80.8233757,17,1,,,,,
396,0,28207,35.1864682,-80.8220131,100,1,,,,,
397,0,28227,35.1722245,-80.6627047,162,1,,,,,
398,0,28206,35.240667,-80.845087,336,1,,,,,
399,0,28217,35.1546894,-80.8750816,223,1,,,,,
400,0,28027,35.3653228,-80.701516,52,1,,,,,
401,0,28226,35.1474555,-80.809042,59,1,,,,,
402,0,28204,35.213825,-80.8263489,46,0,,,,,
403,0,28027,35.3746255,-80.7257294,69,1,,,,,
404,0,28105,35.1355461,-80.7128656,82,1,,,,,
405,0,28134,35.083984,-80.882776,89,1,,,,,
406,0,28210,35.1472371219,-80.8301468515,159,1,,,,,
407,0,28227,35.2034511,-80.7216123,198,0,,,,,
408,0,28211,35.1717635,-80.8062086,292,1,,,,,
409,0,28277,35.0611103,-80.817254,86,0,,,,,
410,0,28277,35.0560059,-80.8528369,240,1,,,,,
411,0,28277,35.0561027527,-80.8541183472,149,1,,,,,
412,0,28277,35.0553632,-80.8350155,136,1,,,,,
413,0,28208,35.224804,-80.956029,41,1,,,,,
414,0,28079,35.0838194,-80.6595865,38,1,,,,,
415,0,28202,35.2248586,-80.8479202,47,1,,,,,
416,0,28206,35.2390472628,-80.8449929953,85,1,,,,,
417,0,28105,35.1160084,-80.7233218,132,1,,,,,
418,0,28270,35.1399771,-80.7351685,146,1,,,,,
419,0,28105,35.1258766,-80.706238,129,1,,,,,
420,0,28105,35.1209627,-80.7077108,27,1,,,,,
421,0,28227,35.204845,-80.721379,24,1,,,,,
422,0,28027,35.369521,-80.724859,86,1,,,,,
423,0,28211,35.1763801575,-80.7975921631,52,1,,,,,
424,0,28203,35.2107515,-80.8558333,343,1,,,,,
425,0,28202,35.225378,-80.841961,407,1,,,,,
426,0,28105,35.124741,-80.693712,13,0,,,,,
427,0,28202,35.226145,-80.844234,404,1,,,,,
428,0,28203,35.212521,-80.857639,296,0,,,,,
429,0,28226,35.1052986,-80.7972298,38,1,,,,,
430,0,28203,35.1997979674,-80.842294693,363,1,,,,,
431,0,28205,35.2044659,-80.792443,303,1,,,,,
432,0,28263,35.1976211,-80.8522725,242,1,,,,,
433,0,28226,35.096682,-80.782374,23,1,,,,,
434,0,28217,35.1797347,-80.8806271,89,1,,,,,
435,0,28204,35.2094947,-80.8355125,99,0,,,,,
436,0,28210,35.1465562987,-80.8267944753,193,1,,,,,
437,0,28211,35.1542664055,-80.8280182218,146,1,,,,,
438,0,28104,35.140388,-80.623594,21,1,,,,,
439,0,28209,35.171736,-80.847091,158,1,,,,,
440,0,28209,35.172904,-80.850082,49,0,,,,,
441,0,28277,35.0535664,-80.851867,302,1,,,,,
442,0,28277,35.0540992,-80.8519389,18,1,,,,,
443,0,28205,35.2087689,-80.783373,7,1,,,,,
444,0,28203,35.2091712547,-80.8602518939,87,1,,,,,
445,0,28202,35.2213247,-80.8434079,150,1,,,,,
446,0,28211,35.1705043185,-80.8066737533,226,0,,,,,
447,0,28277,35.098439,-80.775959,60,0,,,,,
448,0,28105,35.1332245314,-80.7131516933,28,0,,,,,
449,0,28203,35.201089,-80.869566,148,1,,,,,
450,0,28211,35.1522311,-80.8318968,45,1,,,,,
451,0,28105,35.10503,-80.683789,30,1,,,,,
452,0,28273,35.1459902,-80.932006,14,1,,,,,
453,0,28202,35.2326781,-80.8460822,135,1,,,,,
454,0,28202,35.2244822,-80.8473279,72,1,,,,,
455,0,28105,35.137778,-80.712817,12,1,,,,,
456,0,28217,35.187442,-80.881973,410,1,,,,,
457,0,28205,35.241145,-80.812057,1437,1,,,,,
458,0,28104,35.0825952,-80.6929055,32,1,,,,,
459,0,28105,35.116789,-80.719317,214,1,,,,,
460,0,28078,35.4060437,-80.8649403,26,1,,,,,
461,0,28105,35.116789,-80.719317,74,1,,,,,
462,0,28277,35.0620547,-80.815746,284,1,,,,,
463,0,28104,35.116499,-80.7195793,112,1,,,,,
464,0,28105,35.1282274625,-80.7024335861,98,0,,,,,
465,0,28211,35.1526108,-80.8285434,210,0,,,,,
466,0,28027,35.3731896,-80.7249715,15,1,,,,,
467,0,28079,35.0486384,-80.6475554,17,1,,,,,
468,0,28214,35.246588,-81.00496,57,1,,,,,
469,0,28105,35.1256048657,-80.7293230668,113,0,,,,,
470,0,28027,35.3684464,-80.7190209,19,1,,,,,
471,0,28079,35.0783259,-80.6487652,10,1,,,,,
472,0,28105,35.1281898,-80.7022409,440,1,,,,,
473,0,28075,35.3271068,-80.6480439,44,1,,,,,
474,0,28173,34.9243485,-80.7448698,92,0,,,,,
475,0,28217,35.1901908,-80.8878045,144,1,,,,,
476,0,28105,35.1281898,-80.7022409,82,1,,,,,
477,0,28107,35.2512288,-80.5006669,19,1,,,,,
478,0,28104,35.0850807,-80.696616,26,1,,,,,
479,0,28078,35.4435056,-80.8862574,64,1,,,,,
480,0,28078,35.3958187,-80.8513549,63,1,,,,,
481,0,28078,35.4013366,-80.8532605,83,1,,,,,
482,0,28105,35.1014968,-80.6817561,82,1,,,,,
